Driver,Team,LapNumber,LapTime,Position,Stint,TyreLife,Compound,FreshTyre,TrackStatus,PitInTime,PitOutTime,IsAccurate,TrackTemp,AirTemp,Humidity,Rainfall,Year,StartingPosition
NOR,McLaren,47.0,82.986,1.0,551,24.0,MEDIUM,True,1,0 days 02:00:14.798000,,False,42.5,24.1,62.0,False,2024,1.0
VER,Red Bull Racing,47.0,77.998,2.0,552,3.0,SOFT,True,1,,,True,42.7,24.1,61.0,False,2024,2.0
LEC,Ferrari,47.0,83.761,3.0,552,23.0,MEDIUM,True,1,0 days 02:00:27.622000,,False,42.7,24.1,61.0,False,2024,5.0
RUS,Mercedes,47.0,78.486,4.0,553,11.0,HARD,True,1,,,True,42.7,24.1,61.0,False,2024,4.0
HAM,Mercedes,47.0,78.212,5.0,554,7.0,SOFT,False,1,,,True,42.7,24.1,61.0,False,2024,3.0
SAI,Ferrari,47.0,79.02,6.0,554,11.0,HARD,True,1,,,True,42.7,24.1,61.0,False,2024,6.0
PER,Red Bull Racing,47.0,79.846,7.0,554,16.0,MEDIUM,True,1,,,True,42.7,24.1,61.0,False,2024,11.0
PIA,McLaren,47.0,97.819,8.0,555,4.0,SOFT,False,1,,0 days 01:59:43.070000,False,42.7,24.1,61.0,False,2024,9.0
GAS,Alpine,47.0,79.528,9.0,555,9.0,HARD,True,1,,,True,42.7,24.1,61.0,False,2024,7.0
OCO,Alpine,47.0,79.802,10.0,555,10.0,HARD,True,1,,,True,42.7,24.1,61.0,False,2024,8.0
HUL,Haas F1 Team,47.0,79.264,11.0,556,9.0,HARD,True,1,,,True,42.7,24.1,61.0,False,2024,13.0
ZHO,Kick Sauber,47.0,79.198,12.0,557,6.0,HARD,True,1,,,True,42.7,24.1,61.0,False,2024,15.0
ALO,Aston Martin,47.0,78.972,13.0,558,3.0,HARD,False,1,,,True,42.7,24.1,61.0,False,2024,10.0
STR,Aston Martin,47.0,79.704,14.0,558,11.0,HARD,False,1,,,True,42.7,24.1,61.0,False,2024,14.0
BOT,Kick Sauber,47.0,81.055,15.0,558,19.0,HARD,True,1,,,True,42.7,24.1,61.0,False,2024,12.0
MAG,Haas F1 Team,47.0,80.967,16.0,559,18.0,HARD,True,1,,,True,42.7,24.1,61.0,False,2024,16.0
RIC,RB,47.0,80.93,17.0,560,5.0,HARD,True,1,,,True,42.7,24.1,61.0,False,2024,18.0
ALB,Williams,47.0,79.852,18.0,561,4.0,SOFT,True,1,,,True,42.7,24.1,61.0,False,2024,20.0
SAR,Williams,47.0,82.298,19.0,561,13.0,HARD,True,1,,,True,42.7,24.1,61.0,False,2024,19.0
TSU,RB,47.0,80.461,20.0,562,3.0,SOFT,True,1,,,True,42.7,24.1,61.0,False,2024,17.0
VER,Red Bull Racing,48.0,78.416,1.0,562,4.0,SOFT,True,1,,,True,42.7,24.1,61.0,False,2024,2.0
NOR,McLaren,48.0,97.126,2.0,563,4.0,SOFT,False,1,,0 days 02:00:37.426000,False,42.7,24.1,61.0,False,2024,1.0
RUS,Mercedes,48.0,80.06,3.0,563,12.0,HARD,True,1,,,True,42.7,24.1,61.0,False,2024,4.0
HAM,Mercedes,48.0,78.84,4.0,564,8.0,SOFT,False,1,,,True,42.7,24.1,61.0,False,2024,3.0
SAI,Ferrari,48.0,79.318,5.0,564,12.0,HARD,True,1,,,True,42.7,24.1,61.0,False,2024,6.0
LEC,Ferrari,48.0,97.516,6.0,565,4.0,SOFT,False,1,,0 days 02:00:49.211000,False,42.7,24.1,61.0,False,2024,5.0
PER,Red Bull Racing,48.0,79.811,7.0,565,17.0,MEDIUM,True,1,,,True,42.7,24.1,61.0,False,2024,11.0
PIA,McLaren,48.0,79.317,8.0,566,5.0,SOFT,False,1,,,True,42.7,24.1,61.0,False,2024,9.0
GAS,Alpine,48.0,79.52,9.0,566,10.0,HARD,True,1,,,True,41.9,24.3,61.0,False,2024,7.0
OCO,Alpine,48.0,79.468,10.0,566,11.0,HARD,True,1,,,True,41.9,24.3,61.0,False,2024,8.0
HUL,Haas F1 Team,48.0,78.916,11.0,567,10.0,HARD,True,1,,,True,41.9,24.3,61.0,False,2024,13.0
ZHO,Kick Sauber,48.0,79.138,12.0,568,7.0,HARD,True,1,,,True,41.9,24.3,61.0,False,2024,15.0
ALO,Aston Martin,48.0,78.727,13.0,569,4.0,HARD,False,1,,,True,41.9,24.3,61.0,False,2024,10.0
STR,Aston Martin,48.0,79.749,14.0,569,12.0,HARD,False,1,,,True,41.9,24.3,61.0,False,2024,14.0
BOT,Kick Sauber,48.0,82.101,15.0,569,20.0,HARD,True,1,,,True,41.9,24.3,61.0,False,2024,12.0
MAG,Haas F1 Team,48.0,81.784,16.0,570,19.0,HARD,True,1,,,True,41.9,24.3,61.0,False,2024,16.0
RIC,RB,48.0,83.762,17.0,571,6.0,HARD,True,1,,,True,41.9,24.3,61.0,False,2024,18.0
ALB,Williams,48.0,82.037,18.0,572,5.0,SOFT,True,1,,,True,41.9,24.3,61.0,False,2024,20.0
SAR,Williams,48.0,81.033,19.0,572,14.0,HARD,True,1,,,True,41.9,24.2,61.0,False,2024,19.0
TSU,RB,48.0,82.703,20.0,573,4.0,SOFT,True,1,,,True,41.9,24.2,61.0,False,2024,17.0
VER,Red Bull Racing,49.0,78.254,1.0,573,5.0,SOFT,True,1,,,True,41.9,24.3,61.0,False,2024,2.0
NOR,McLaren,49.0,77.377,2.0,574,5.0,SOFT,False,1,,,True,41.9,24.3,61.0,False,2024,1.0
RUS,Mercedes,49.0,78.681,3.0,574,13.0,HARD,True,1,,,True,41.9,24.3,61.0,False,2024,4.0
HAM,Mercedes,49.0,78.976,4.0,575,9.0,SOFT,False,1,,,True,41.9,24.3,61.0,False,2024,3.0
SAI,Ferrari,49.0,79.52,5.0,575,13.0,HARD,True,1,,,True,41.9,24.3,61.0,False,2024,6.0
LEC,Ferrari,49.0,78.09,6.0,576,5.0,SOFT,False,1,,,True,41.9,24.2,61.0,False,2024,5.0
PIA,McLaren,49.0,78.159,7.0,576,6.0,SOFT,False,1,,,True,41.9,24.2,61.0,False,2024,9.0
PER,Red Bull Racing,49.0,83.203,8.0,576,18.0,MEDIUM,True,1,0 days 02:03:36.017000,,False,41.9,24.2,61.0,False,2024,11.0
GAS,Alpine,49.0,79.35,9.0,577,11.0,HARD,True,1,,,True,41.9,24.2,61.0,False,2024,7.0
OCO,Alpine,49.0,79.614,10.0,577,12.0,HARD,True,1,,,True,41.9,24.2,61.0,False,2024,8.0
HUL,Haas F1 Team,49.0,78.609,11.0,578,11.0,HARD,True,1,,,True,41.9,24.2,61.0,False,2024,13.0
ZHO,Kick Sauber,49.0,78.918,12.0,579,8.0,HARD,True,1,,,True,41.9,24.2,61.0,False,2024,15.0
ALO,Aston Martin,49.0,78.719,13.0,580,5.0,HARD,False,1,,,True,41.9,24.2,61.0,False,2024,10.0
STR,Aston Martin,49.0,79.341,14.0,580,13.0,HARD,False,1,,,True,41.9,24.2,61.0,False,2024,14.0
BOT,Kick Sauber,49.0,80.644,15.0,580,21.0,HARD,True,1,,,True,41.9,24.1,62.0,False,2024,12.0
MAG,Haas F1 Team,49.0,80.94,16.0,581,20.0,HARD,True,1,,,True,41.9,24.1,62.0,False,2024,16.0
RIC,RB,49.0,81.912,17.0,582,7.0,HARD,True,1,,,True,41.9,24.1,62.0,False,2024,18.0
ALB,Williams,49.0,79.881,18.0,583,6.0,SOFT,True,1,,,True,41.9,24.1,62.0,False,2024,20.0
SAR,Williams,49.0,81.073,19.0,583,15.0,HARD,True,1,,,True,41.9,24.1,62.0,False,2024,19.0
TSU,RB,49.0,81.799,20.0,584,5.0,SOFT,True,1,,,True,41.9,24.1,62.0,False,2024,17.0
VER,Red Bull Racing,50.0,78.074,1.0,584,6.0,SOFT,True,1,,,True,41.9,24.1,62.0,False,2024,2.0
NOR,McLaren,50.0,77.94,2.0,585,6.0,SOFT,False,1,,,True,41.9,24.1,62.0,False,2024,1.0
RUS,Mercedes,50.0,78.29,3.0,585,14.0,HARD,True,1,,,True,41.9,24.1,62.0,False,2024,4.0
HAM,Mercedes,50.0,78.209,4.0,586,10.0,SOFT,False,1,,,True,41.9,24.1,62.0,False,2024,3.0
SAI,Ferrari,50.0,79.202,5.0,586,14.0,HARD,True,1,,,True,41.9,24.1,62.0,False,2024,6.0
LEC,Ferrari,50.0,78.182,6.0,587,6.0,SOFT,False,1,,,True,41.9,24.1,62.0,False,2024,5.0
PIA,McLaren,50.0,78.257,7.0,587,7.0,SOFT,False,1,,,True,41.9,24.1,62.0,False,2024,9.0
GAS,Alpine,50.0,79.61,8.0,587,12.0,HARD,True,1,,,True,41.9,24.1,62.0,False,2024,7.0
OCO,Alpine,50.0,79.601,9.0,587,13.0,HARD,True,1,,,True,41.9,24.1,62.0,False,2024,8.0
PER,Red Bull Racing,50.0,96.99,10.0,588,4.0,SOFT,False,1,,0 days 02:03:57.454000,False,41.9,24.1,62.0,False,2024,11.0
HUL,Haas F1 Team,50.0,79.15,11.0,588,12.0,HARD,True,1,,,True,41.9,24.1,62.0,False,2024,13.0
ZHO,Kick Sauber,50.0,78.771,12.0,589,9.0,HARD,True,1,,,True,42.2,24.1,62.0,False,2024,15.0
ALO,Aston Martin,50.0,78.334,13.0,590,6.0,HARD,False,1,,,True,42.2,24.1,62.0,False,2024,10.0
STR,Aston Martin,50.0,79.318,14.0,590,14.0,HARD,False,1,,,True,42.2,24.1,62.0,False,2024,14.0
BOT,Kick Sauber,50.0,81.587,15.0,590,22.0,HARD,True,1,,,True,42.2,24.1,62.0,False,2024,12.0
MAG,Haas F1 Team,50.0,81.147,16.0,591,21.0,HARD,True,1,,,True,42.2,24.1,62.0,False,2024,16.0
RIC,RB,50.0,79.843,17.0,592,8.0,HARD,True,1,,,True,42.2,24.1,62.0,False,2024,18.0
ALB,Williams,50.0,80.077,18.0,593,7.0,SOFT,True,1,,,True,42.2,24.1,62.0,False,2024,20.0
SAR,Williams,50.0,80.983,19.0,593,16.0,HARD,True,1,,,True,42.2,24.1,62.0,False,2024,19.0
TSU,RB,50.0,79.815,20.0,594,6.0,SOFT,True,1,,,True,42.2,24.1,62.0,False,2024,17.0
VER,Red Bull Racing,51.0,77.958,1.0,594,7.0,SOFT,True,1,,,True,42.2,24.1,62.0,False,2024,2.0
NOR,McLaren,51.0,77.115,2.0,595,7.0,SOFT,False,1,,,True,42.2,24.1,62.0,False,2024,1.0
RUS,Mercedes,51.0,78.726,3.0,595,15.0,HARD,True,1,,,True,42.2,24.1,62.0,False,2024,4.0
HAM,Mercedes,51.0,78.277,4.0,596,11.0,SOFT,False,1,,,True,42.2,24.1,62.0,False,2024,3.0
SAI,Ferrari,51.0,79.046,5.0,596,15.0,HARD,True,1,,,True,42.2,24.1,62.0,False,2024,6.0
LEC,Ferrari,51.0,78.179,6.0,597,7.0,SOFT,False,1,,,True,42.2,24.1,62.0,False,2024,5.0
PIA,McLaren,51.0,78.181,7.0,597,8.0,SOFT,False,1,,,True,42.2,24.1,62.0,False,2024,9.0
GAS,Alpine,51.0,79.045,8.0,597,13.0,HARD,True,1,,,True,42.6,24.1,63.0,False,2024,7.0
PER,Red Bull Racing,51.0,77.785,9.0,598,5.0,SOFT,False,1,,,True,42.6,24.1,63.0,False,2024,11.0
OCO,Alpine,51.0,80.01,10.0,598,14.0,HARD,True,1,,,True,42.6,24.1,63.0,False,2024,8.0
HUL,Haas F1 Team,51.0,78.943,11.0,599,13.0,HARD,True,1,,,True,42.6,24.1,63.0,False,2024,13.0
ZHO,Kick Sauber,51.0,79.426,12.0,600,10.0,HARD,True,1,,,True,42.6,24.1,63.0,False,2024,15.0
ALO,Aston Martin,51.0,78.902,13.0,601,7.0,HARD,False,1,,,True,42.6,24.1,63.0,False,2024,10.0
STR,Aston Martin,51.0,79.739,14.0,601,15.0,HARD,False,1,,,True,42.6,24.1,63.0,False,2024,14.0
BOT,Kick Sauber,51.0,82.406,15.0,601,23.0,HARD,True,1,,,True,42.6,24.1,63.0,False,2024,12.0
MAG,Haas F1 Team,51.0,83.892,16.0,602,22.0,HARD,True,1,,,True,42.6,24.1,63.0,False,2024,16.0
RIC,RB,51.0,79.585,17.0,603,9.0,HARD,True,1,,,True,42.6,24.1,63.0,False,2024,18.0
ALB,Williams,51.0,81.43,18.0,604,8.0,SOFT,True,1,,,True,42.5,24.2,62.0,False,2024,20.0
SAR,Williams,51.0,81.939,19.0,604,17.0,HARD,True,1,,,True,42.5,24.2,62.0,False,2024,19.0
TSU,RB,51.0,79.678,20.0,605,7.0,SOFT,True,1,,,True,42.5,24.2,62.0,False,2024,17.0
VER,Red Bull Racing,52.0,77.931,1.0,605,8.0,SOFT,True,1,,,True,42.6,24.1,63.0,False,2024,2.0
NOR,McLaren,52.0,77.654,2.0,606,8.0,SOFT,False,1,,,True,42.6,24.1,63.0,False,2024,1.0
HAM,Mercedes,52.0,78.417,3.0,606,12.0,SOFT,False,1,,,True,42.6,24.1,63.0,False,2024,3.0
RUS,Mercedes,52.0,80.241,4.0,606,16.0,HARD,True,1,,,True,42.6,24.1,63.0,False,2024,4.0
SAI,Ferrari,52.0,79.046,5.0,607,16.0,HARD,True,1,,,True,42.6,24.1,63.0,False,2024,6.0
LEC,Ferrari,52.0,77.897,6.0,608,8.0,SOFT,False,1,,,True,42.6,24.1,63.0,False,2024,5.0
PIA,McLaren,52.0,78.492,7.0,608,9.0,SOFT,False,1,,,True,42.5,24.2,62.0,False,2024,9.0
GAS,Alpine,52.0,79.079,8.0,608,14.0,HARD,True,1,,,True,42.5,24.2,62.0,False,2024,7.0
PER,Red Bull Racing,52.0,78.373,9.0,609,6.0,SOFT,False,1,,,True,42.5,24.2,62.0,False,2024,11.0
OCO,Alpine,52.0,79.321,10.0,609,15.0,HARD,True,1,,,True,42.5,24.2,62.0,False,2024,8.0
HUL,Haas F1 Team,52.0,79.107,11.0,610,14.0,HARD,True,1,,,True,42.5,24.2,62.0,False,2024,13.0
ZHO,Kick Sauber,52.0,79.908,12.0,611,11.0,HARD,True,1,,,True,42.5,24.2,62.0,False,2024,15.0
ALO,Aston Martin,52.0,79.666,13.0,612,8.0,HARD,False,1,,,True,42.5,24.2,62.0,False,2024,10.0
STR,Aston Martin,52.0,81.436,14.0,612,16.0,HARD,False,1,,,True,42.5,24.2,62.0,False,2024,14.0
BOT,Kick Sauber,52.0,82.596,15.0,612,24.0,HARD,True,1,,,True,42.5,24.2,61.0,False,2024,12.0
MAG,Haas F1 Team,52.0,82.938,16.0,613,23.0,HARD,True,1,,,True,42.5,24.2,61.0,False,2024,16.0
RIC,RB,52.0,81.027,17.0,614,10.0,HARD,True,1,,,True,42.5,24.2,61.0,False,2024,18.0
ALB,Williams,52.0,80.131,18.0,615,9.0,SOFT,True,1,,,True,42.5,24.2,61.0,False,2024,20.0
SAR,Williams,52.0,81.025,19.0,615,18.0,HARD,True,1,,,True,42.5,24.2,61.0,False,2024,19.0
TSU,RB,52.0,79.818,20.0,616,8.0,SOFT,True,1,,,True,42.5,24.2,61.0,False,2024,17.0
VER,Red Bull Racing,53.0,78.14,1.0,616,9.0,SOFT,True,1,,,True,42.5,24.2,62.0,False,2024,2.0
NOR,McLaren,53.0,77.914,2.0,617,9.0,SOFT,False,1,,,True,42.5,24.2,61.0,False,2024,1.0
HAM,Mercedes,53.0,78.605,3.0,617,13.0,SOFT,False,1,,,True,42.5,24.2,61.0,False,2024,3.0
RUS,Mercedes,53.0,78.863,4.0,617,17.0,HARD,True,1,,,True,42.5,24.2,61.0,False,2024,4.0
SAI,Ferrari,53.0,79.259,5.0,618,17.0,HARD,True,1,,,True,42.5,24.2,61.0,False,2024,6.0
LEC,Ferrari,53.0,77.956,6.0,619,9.0,SOFT,False,1,,,True,42.5,24.2,61.0,False,2024,5.0
PIA,McLaren,53.0,78.223,7.0,619,10.0,SOFT,False,1,,,True,42.5,24.2,61.0,False,2024,9.0
GAS,Alpine,53.0,79.174,8.0,619,15.0,HARD,True,1,,,True,42.5,24.2,61.0,False,2024,7.0
PER,Red Bull Racing,53.0,78.29,9.0,620,7.0,SOFT,False,1,,,True,42.5,24.2,61.0,False,2024,11.0
OCO,Alpine,53.0,79.061,10.0,620,16.0,HARD,True,1,,,True,42.5,24.2,61.0,False,2024,8.0
HUL,Haas F1 Team,53.0,79.124,11.0,621,15.0,HARD,True,1,,,True,42.5,24.2,61.0,False,2024,13.0
ALO,Aston Martin,53.0,78.712,12.0,622,9.0,HARD,False,1,,,True,42.4,24.3,62.0,False,2024,10.0
ZHO,Kick Sauber,53.0,80.885,13.0,622,12.0,HARD,True,1,,,True,42.4,24.3,62.0,False,2024,15.0
STR,Aston Martin,53.0,79.832,14.0,622,17.0,HARD,False,1,,,True,42.4,24.3,62.0,False,2024,14.0
BOT,Kick Sauber,53.0,83.642,15.0,622,25.0,HARD,True,1,,,True,42.4,24.3,62.0,False,2024,12.0
MAG,Haas F1 Team,53.0,81.932,16.0,623,24.0,HARD,True,1,,,True,42.4,24.3,62.0,False,2024,16.0
RIC,RB,53.0,80.084,17.0,624,11.0,HARD,True,1,,,True,42.4,24.3,62.0,False,2024,18.0
ALB,Williams,53.0,80.22,18.0,625,10.0,SOFT,True,1,,,True,42.4,24.3,62.0,False,2024,20.0
SAR,Williams,53.0,81.083,19.0,625,19.0,HARD,True,1,,,True,42.4,24.3,62.0,False,2024,19.0
TSU,RB,53.0,80.029,20.0,626,9.0,SOFT,True,1,,,True,42.4,24.3,62.0,False,2024,17.0
VER,Red Bull Racing,54.0,77.776,1.0,626,10.0,SOFT,True,1,,,True,42.4,24.3,62.0,False,2024,2.0
NOR,McLaren,54.0,77.987,2.0,627,10.0,SOFT,False,1,,,True,42.4,24.3,62.0,False,2024,1.0
HAM,Mercedes,54.0,78.533,3.0,627,14.0,SOFT,False,1,,,True,42.4,24.3,62.0,False,2024,3.0
RUS,Mercedes,54.0,78.86,4.0,627,18.0,HARD,True,1,,,True,42.4,24.3,62.0,False,2024,4.0
SAI,Ferrari,54.0,79.017,5.0,628,18.0,HARD,True,1,,,True,42.4,24.3,62.0,False,2024,6.0
LEC,Ferrari,54.0,78.385,6.0,629,10.0,SOFT,False,1,,,True,42.4,24.3,62.0,False,2024,5.0
PIA,McLaren,54.0,78.354,7.0,629,11.0,SOFT,False,1,,,True,42.4,24.3,62.0,False,2024,9.0
GAS,Alpine,54.0,79.049,8.0,629,16.0,HARD,True,1,,,True,42.4,24.5,62.0,False,2024,7.0
PER,Red Bull Racing,54.0,78.43,9.0,630,8.0,SOFT,False,1,,,True,42.4,24.5,62.0,False,2024,11.0
OCO,Alpine,54.0,78.982,10.0,630,17.0,HARD,True,1,,,True,42.4,24.5,62.0,False,2024,8.0
HUL,Haas F1 Team,54.0,79.451,11.0,631,16.0,HARD,True,1,,,True,42.4,24.5,62.0,False,2024,13.0
ALO,Aston Martin,54.0,79.415,12.0,632,10.0,HARD,False,1,,,True,42.4,24.5,62.0,False,2024,10.0
ZHO,Kick Sauber,54.0,80.055,13.0,632,13.0,HARD,True,1,,,True,42.4,24.5,62.0,False,2024,15.0
STR,Aston Martin,54.0,79.488,14.0,632,18.0,HARD,False,1,,,True,42.4,24.5,62.0,False,2024,14.0
BOT,Kick Sauber,54.0,80.795,15.0,632,26.0,HARD,True,1,,,True,42.4,24.5,62.0,False,2024,12.0
MAG,Haas F1 Team,54.0,80.894,16.0,633,25.0,HARD,True,1,,,True,42.4,24.5,62.0,False,2024,16.0
RIC,RB,54.0,80.277,17.0,634,12.0,HARD,True,1,,,True,42.4,24.5,62.0,False,2024,18.0
ALB,Williams,54.0,80.3,18.0,635,11.0,SOFT,True,1,,,True,43.6,24.5,61.0,False,2024,20.0
SAR,Williams,54.0,81.199,19.0,635,20.0,HARD,True,1,,,True,43.6,24.5,61.0,False,2024,19.0
TSU,RB,54.0,80.437,20.0,636,10.0,SOFT,True,1,,,True,43.6,24.5,61.0,False,2024,17.0
VER,Red Bull Racing,55.0,78.021,1.0,636,11.0,SOFT,True,1,,,True,42.4,24.5,62.0,False,2024,2.0
NOR,McLaren,55.0,78.363,2.0,637,11.0,SOFT,False,1,,,True,42.4,24.5,62.0,False,2024,1.0
HAM,Mercedes,55.0,78.788,3.0,637,15.0,SOFT,False,1,,,True,42.4,24.5,62.0,False,2024,3.0
RUS,Mercedes,55.0,78.572,4.0,637,19.0,HARD,True,1,,,True,42.4,24.5,62.0,False,2024,4.0
LEC,Ferrari,55.0,78.551,5.0,638,11.0,SOFT,False,1,,,True,42.4,24.5,62.0,False,2024,5.0
SAI,Ferrari,55.0,81.334,6.0,638,19.0,HARD,True,1,,,True,42.4,24.5,62.0,False,2024,6.0
PIA,McLaren,55.0,77.941,7.0,639,12.0,SOFT,False,1,,,True,43.6,24.5,61.0,False,2024,9.0
GAS,Alpine,55.0,79.466,8.0,639,17.0,HARD,True,1,,,True,43.6,24.5,61.0,False,2024,7.0
PER,Red Bull Racing,55.0,78.54,9.0,640,9.0,SOFT,False,1,,,True,43.6,24.5,61.0,False,2024,11.0
OCO,Alpine,55.0,79.284,10.0,640,18.0,HARD,True,1,,,True,43.6,24.5,61.0,False,2024,8.0
HUL,Haas F1 Team,55.0,79.559,11.0,641,17.0,HARD,True,1,,,True,43.6,24.5,61.0,False,2024,13.0
ALO,Aston Martin,55.0,79.28,12.0,642,11.0,HARD,False,1,,,True,43.6,24.5,61.0,False,2024,10.0
ZHO,Kick Sauber,55.0,81.227,13.0,642,14.0,HARD,True,1,,,True,43.6,24.5,61.0,False,2024,15.0
STR,Aston Martin,55.0,80.854,14.0,642,19.0,HARD,False,1,,,True,43.6,24.5,61.0,False,2024,14.0
BOT,Kick Sauber,55.0,80.81,15.0,642,27.0,HARD,True,1,,,True,41.3,24.4,61.0,False,2024,12.0
MAG,Haas F1 Team,55.0,80.638,16.0,643,26.0,HARD,True,1,,,True,41.3,24.4,61.0,False,2024,16.0
RIC,RB,55.0,80.999,17.0,644,13.0,HARD,True,1,,,True,41.3,24.4,61.0,False,2024,18.0
ALB,Williams,55.0,80.197,18.0,645,12.0,SOFT,True,1,,,True,41.3,24.4,61.0,False,2024,20.0
TSU,RB,55.0,79.564,19.0,646,11.0,SOFT,True,1,,,True,41.3,24.4,61.0,False,2024,17.0
SAR,Williams,55.0,81.966,20.0,646,21.0,HARD,True,1,,,True,41.3,24.4,61.0,False,2024,19.0
VER,Red Bull Racing,56.0,78.354,1.0,647,12.0,SOFT,True,1,,,True,43.6,24.5,61.0,False,2024,2.0
NOR,McLaren,56.0,77.627,2.0,648,12.0,SOFT,False,1,,,True,43.6,24.5,61.0,False,2024,1.0
HAM,Mercedes,56.0,78.432,3.0,648,16.0,SOFT,False,1,,,True,41.3,24.4,61.0,False,2024,3.0
RUS,Mercedes,56.0,78.792,4.0,648,20.0,HARD,True,1,,,True,41.3,24.4,61.0,False,2024,4.0
LEC,Ferrari,56.0,78.53,5.0,649,12.0,SOFT,False,1,,,True,41.3,24.4,61.0,False,2024,5.0
SAI,Ferrari,56.0,79.047,6.0,649,20.0,HARD,True,1,,,True,41.3,24.4,61.0,False,2024,6.0
PIA,McLaren,56.0,77.874,7.0,650,13.0,SOFT,False,1,,,True,41.3,24.4,61.0,False,2024,9.0
GAS,Alpine,56.0,79.62,8.0,650,18.0,HARD,True,1,,,True,41.3,24.4,61.0,False,2024,7.0
PER,Red Bull Racing,56.0,78.572,9.0,651,10.0,SOFT,False,1,,,True,41.3,24.4,61.0,False,2024,11.0
OCO,Alpine,56.0,79.26,10.0,651,19.0,HARD,True,1,,,True,41.3,24.4,61.0,False,2024,8.0
HUL,Haas F1 Team,56.0,79.163,11.0,652,18.0,HARD,True,1,,,True,41.3,24.4,61.0,False,2024,13.0
ALO,Aston Martin,56.0,79.025,12.0,653,12.0,HARD,False,1,,,True,41.1,24.3,62.0,False,2024,10.0
ZHO,Kick Sauber,56.0,79.544,13.0,653,15.0,HARD,True,1,,,True,41.1,24.3,62.0,False,2024,15.0
STR,Aston Martin,56.0,79.643,14.0,653,20.0,HARD,False,1,,,True,41.1,24.3,62.0,False,2024,14.0
BOT,Kick Sauber,56.0,80.369,15.0,653,28.0,HARD,True,1,,,True,41.1,24.3,62.0,False,2024,12.0
MAG,Haas F1 Team,56.0,80.584,16.0,654,27.0,HARD,True,1,,,True,41.1,24.3,62.0,False,2024,16.0
RIC,RB,56.0,80.128,17.0,655,14.0,HARD,True,1,,,True,41.1,24.3,62.0,False,2024,18.0
ALB,Williams,56.0,81.742,18.0,656,13.0,SOFT,True,1,,,True,41.1,24.3,62.0,False,2024,20.0
TSU,RB,56.0,79.447,19.0,657,12.0,SOFT,True,1,,,True,41.1,24.3,62.0,False,2024,17.0
SAR,Williams,56.0,82.226,20.0,657,22.0,HARD,True,1,,,True,41.1,24.3,63.0,False,2024,19.0
VER,Red Bull Racing,57.0,78.127,1.0,658,13.0,SOFT,True,1,,,True,41.1,24.3,62.0,False,2024,2.0
NOR,McLaren,57.0,77.893,2.0,659,13.0,SOFT,False,1,,,True,41.1,24.3,62.0,False,2024,1.0
HAM,Mercedes,57.0,78.623,3.0,659,17.0,SOFT,False,1,,,True,41.1,24.3,62.0,False,2024,3.0
RUS,Mercedes,57.0,78.956,4.0,659,21.0,HARD,True,1,,,True,41.1,24.3,62.0,False,2024,4.0
LEC,Ferrari,57.0,78.11,5.0,660,13.0,SOFT,False,1,,,True,41.1,24.3,62.0,False,2024,5.0
SAI,Ferrari,57.0,78.97,6.0,660,21.0,HARD,True,1,,,True,41.1,24.3,62.0,False,2024,6.0
PIA,McLaren,57.0,78.293,7.0,661,14.0,SOFT,False,1,,,True,41.1,24.3,62.0,False,2024,9.0
GAS,Alpine,57.0,79.134,8.0,661,19.0,HARD,True,1,,,True,41.1,24.3,62.0,False,2024,7.0
PER,Red Bull Racing,57.0,78.935,9.0,662,11.0,SOFT,False,1,,,True,41.1,24.3,63.0,False,2024,11.0
OCO,Alpine,57.0,79.324,10.0,662,20.0,HARD,True,1,,,True,41.1,24.3,63.0,False,2024,8.0
HUL,Haas F1 Team,57.0,79.704,11.0,663,19.0,HARD,True,1,,,True,41.1,24.3,63.0,False,2024,13.0
ALO,Aston Martin,57.0,81.003,12.0,664,13.0,HARD,False,1,,,True,41.1,24.3,63.0,False,2024,10.0
ZHO,Kick Sauber,57.0,80.813,13.0,664,16.0,HARD,True,1,,,True,41.1,24.3,63.0,False,2024,15.0
STR,Aston Martin,57.0,79.541,14.0,664,21.0,HARD,False,1,,,True,41.1,24.3,63.0,False,2024,14.0
BOT,Kick Sauber,57.0,79.936,15.0,664,29.0,HARD,True,1,,,True,41.1,24.3,63.0,False,2024,12.0
RIC,RB,57.0,79.768,16.0,665,15.0,HARD,True,1,,,True,40.7,24.3,62.0,False,2024,18.0
MAG,Haas F1 Team,57.0,82.164,17.0,665,28.0,HARD,True,1,,,True,40.7,24.3,62.0,False,2024,16.0
ALB,Williams,57.0,80.119,18.0,666,14.0,SOFT,True,1,,,True,40.7,24.3,62.0,False,2024,20.0
TSU,RB,57.0,79.464,19.0,667,13.0,SOFT,True,1,,,True,40.7,24.3,62.0,False,2024,17.0
SAR,Williams,57.0,82.922,20.0,667,23.0,HARD,True,1,,,True,40.7,24.3,62.0,False,2024,19.0
VER,Red Bull Racing,58.0,78.187,1.0,668,14.0,SOFT,True,1,,,True,41.1,24.3,63.0,False,2024,2.0
NOR,McLaren,58.0,78.259,2.0,669,14.0,SOFT,False,1,,,True,41.1,24.3,63.0,False,2024,1.0
HAM,Mercedes,58.0,78.688,3.0,669,18.0,SOFT,False,1,,,True,41.1,24.3,63.0,False,2024,3.0
RUS,Mercedes,58.0,78.641,4.0,669,22.0,HARD,True,1,,,True,41.1,24.3,63.0,False,2024,4.0
