Driver,Team,LapNumber,LapTime,Position,Stint,TyreLife,Compound,FreshTyre,TrackStatus,PitInTime,PitOutTime,IsAccurate,TrackTemp,AirTemp,Humidity,Rainfall,Year,StartingPosition
RIC,McLaren,52.0,82.604,6.0,620,7.0,SOFT,False,1,,,True,33.2,22.3,60.1,False,2021,7.0
OCO,Alpine,52.0,85.589,7.0,620,29.0,MEDIUM,True,1,,,True,33.2,22.3,60.1,False,2021,5.0
SAI,Ferrari,52.0,84.631,8.0,621,9.0,SOFT,False,1,,,True,33.2,22.3,60.1,False,2021,6.0
ALO,Alpine,52.0,84.596,9.0,621,31.0,MEDIUM,True,1,,,True,33.2,22.4,59.9,False,2021,10.0
RUS,Williams,52.0,85.238,10.0,622,24.0,MEDIUM,True,1,,,True,33.2,22.4,59.9,False,2021,15.0
NOR,McLaren,52.0,101.83,11.0,623,4.0,SOFT,False,1,,0 days 01:47:31.704000,False,33.2,22.4,59.9,False,2021,9.0
STR,Aston Martin,52.0,84.109,12.0,623,16.0,SOFT,False,1,,,True,33.2,22.4,59.9,False,2021,11.0
RAI,Alfa Romeo Racing,52.0,82.935,13.0,624,15.0,SOFT,True,1,,,True,33.2,22.4,59.9,False,2021,17.0
VET,Aston Martin,52.0,83.148,14.0,624,17.0,SOFT,False,1,,,True,33.2,22.4,59.9,False,2021,13.0
GAS,AlphaTauri,52.0,82.019,15.0,625,5.0,SOFT,True,1,,,True,33.2,22.4,59.9,False,2021,12.0
GIO,Alfa Romeo Racing,52.0,83.303,16.0,625,16.0,SOFT,False,1,,,True,33.2,22.4,59.9,False,2021,14.0
LAT,Williams,52.0,83.127,17.0,626,5.0,SOFT,False,1,,,True,33.2,22.4,59.9,False,2021,19.0
MSC,Haas F1 Team,52.0,82.97,18.0,627,2.0,MEDIUM,True,1,,,True,33.5,22.4,59.9,False,2021,18.0
MAZ,Haas F1 Team,52.0,84.204,19.0,627,10.0,MEDIUM,True,1,,,True,33.5,22.4,59.9,False,2021,20.0
VER,Red Bull Racing,53.0,82.168,1.0,627,29.0,MEDIUM,True,1,,,True,33.2,22.4,59.9,False,2021,2.0
HAM,Mercedes,53.0,81.304,2.0,628,17.0,MEDIUM,False,1,,,True,33.2,22.4,59.9,False,2021,1.0
BOT,Mercedes,53.0,87.702,3.0,628,30.0,MEDIUM,True,1,0 days 01:48:53.815000,,False,33.2,22.4,59.9,False,2021,3.0
LEC,Ferrari,53.0,82.286,4.0,629,25.0,MEDIUM,True,1,,,True,33.2,22.4,59.9,False,2021,4.0
PER,Red Bull Racing,53.0,83.031,5.0,629,26.0,MEDIUM,True,1,,,True,33.2,22.4,59.9,False,2021,8.0
RIC,McLaren,53.0,82.746,6.0,630,8.0,SOFT,False,1,,,True,33.5,22.4,59.9,False,2021,7.0
SAI,Ferrari,53.0,81.568,7.0,630,10.0,SOFT,False,1,,,True,33.5,22.4,59.9,False,2021,6.0
OCO,Alpine,53.0,85.088,8.0,630,30.0,MEDIUM,True,1,,,True,33.5,22.4,59.9,False,2021,5.0
ALO,Alpine,53.0,85.347,9.0,630,32.0,MEDIUM,True,1,,,True,33.5,22.4,59.9,False,2021,10.0
RUS,Williams,53.0,84.483,10.0,631,25.0,MEDIUM,True,1,,,True,33.5,22.4,59.9,False,2021,15.0
NOR,McLaren,53.0,82.349,11.0,632,5.0,SOFT,False,1,,,True,33.5,22.4,59.9,False,2021,9.0
STR,Aston Martin,53.0,83.008,12.0,632,17.0,SOFT,False,1,,,True,33.5,22.4,59.9,False,2021,11.0
RAI,Alfa Romeo Racing,53.0,83.112,13.0,633,16.0,SOFT,True,1,,,True,33.5,22.4,59.9,False,2021,17.0
GAS,AlphaTauri,53.0,81.729,14.0,634,6.0,SOFT,True,1,,,True,33.5,22.4,59.9,False,2021,12.0
VET,Aston Martin,53.0,84.633,15.0,634,18.0,SOFT,False,1,,,True,33.5,22.4,59.9,False,2021,13.0
GIO,Alfa Romeo Racing,53.0,83.237,16.0,635,17.0,SOFT,False,1,,,True,34.0,22.5,59.8,False,2021,14.0
LAT,Williams,53.0,82.977,17.0,636,6.0,SOFT,False,1,,,True,34.0,22.5,59.8,False,2021,19.0
MSC,Haas F1 Team,53.0,82.752,18.0,637,3.0,MEDIUM,True,1,,,True,34.0,22.5,59.8,False,2021,18.0
MAZ,Haas F1 Team,53.0,86.228,19.0,637,11.0,MEDIUM,True,1,,,True,35.2,22.6,58.7,False,2021,20.0
VER,Red Bull Racing,54.0,82.529,1.0,637,30.0,MEDIUM,True,1,,,True,33.5,22.4,59.9,False,2021,2.0
HAM,Mercedes,54.0,80.665,2.0,638,18.0,MEDIUM,False,1,,,True,33.5,22.4,59.9,False,2021,1.0
LEC,Ferrari,54.0,82.717,3.0,638,26.0,MEDIUM,True,1,,,True,33.5,22.4,59.9,False,2021,4.0
BOT,Mercedes,54.0,100.105,4.0,639,4.0,SOFT,False,1,,0 days 01:49:14.606000,False,34.0,22.5,59.8,False,2021,3.0
PER,Red Bull Racing,54.0,82.69,5.0,639,27.0,MEDIUM,True,1,,,True,34.0,22.5,59.8,False,2021,8.0
RIC,McLaren,54.0,82.267,6.0,640,9.0,SOFT,False,1,,,True,34.0,22.5,59.8,False,2021,7.0
SAI,Ferrari,54.0,81.918,7.0,640,11.0,SOFT,False,1,,,True,34.0,22.5,59.8,False,2021,6.0
OCO,Alpine,54.0,84.758,8.0,640,31.0,MEDIUM,True,1,,,True,34.0,22.5,59.8,False,2021,5.0
ALO,Alpine,54.0,84.629,9.0,640,33.0,MEDIUM,True,1,,,True,35.2,22.6,58.7,False,2021,10.0
RUS,Williams,54.0,84.48,10.0,641,26.0,MEDIUM,True,1,,,True,35.2,22.6,58.7,False,2021,15.0
NOR,McLaren,54.0,83.303,11.0,642,6.0,SOFT,False,1,,,True,35.2,22.6,58.7,False,2021,9.0
STR,Aston Martin,54.0,83.265,12.0,642,18.0,SOFT,False,1,,,True,35.2,22.6,58.7,False,2021,11.0
RAI,Alfa Romeo Racing,54.0,82.868,13.0,643,17.0,SOFT,True,1,,,True,35.2,22.6,58.7,False,2021,17.0
GAS,AlphaTauri,54.0,83.036,14.0,644,7.0,SOFT,True,1,,,True,35.2,22.6,58.7,False,2021,12.0
VET,Aston Martin,54.0,83.062,15.0,644,19.0,SOFT,False,1,,,True,35.2,22.6,58.7,False,2021,13.0
GIO,Alfa Romeo Racing,54.0,83.119,16.0,645,18.0,SOFT,False,1,,,True,35.2,22.6,58.7,False,2021,14.0
LAT,Williams,54.0,83.28,17.0,646,7.0,SOFT,False,1,,,True,35.2,22.6,58.7,False,2021,19.0
MSC,Haas F1 Team,54.0,82.637,18.0,647,4.0,MEDIUM,True,1,,,True,35.2,22.6,58.7,False,2021,18.0
MAZ,Haas F1 Team,54.0,84.824,19.0,647,12.0,MEDIUM,True,1,,,True,35.4,22.7,59.3,False,2021,20.0
VER,Red Bull Racing,55.0,82.664,1.0,647,31.0,MEDIUM,True,1,,,True,34.0,22.5,59.8,False,2021,2.0
HAM,Mercedes,55.0,80.787,2.0,648,19.0,MEDIUM,False,1,,,True,34.0,22.5,59.8,False,2021,1.0
LEC,Ferrari,55.0,82.944,3.0,648,27.0,MEDIUM,True,1,,,True,35.2,22.6,58.7,False,2021,4.0
BOT,Mercedes,55.0,80.091,4.0,649,5.0,SOFT,False,1,,,True,35.2,22.6,58.7,False,2021,3.0
PER,Red Bull Racing,55.0,82.682,5.0,649,28.0,MEDIUM,True,1,,,True,35.2,22.6,58.7,False,2021,8.0
RIC,McLaren,55.0,81.993,6.0,650,10.0,SOFT,False,1,,,True,35.4,22.7,59.3,False,2021,7.0
SAI,Ferrari,55.0,81.815,7.0,650,12.0,SOFT,False,1,,,True,35.4,22.7,59.3,False,2021,6.0
OCO,Alpine,55.0,86.767,8.0,650,32.0,MEDIUM,True,1,,,True,35.4,22.7,59.3,False,2021,5.0
ALO,Alpine,55.0,85.543,9.0,650,34.0,MEDIUM,True,1,,,True,35.4,22.7,59.3,False,2021,10.0
NOR,McLaren,55.0,83.941,10.0,651,7.0,SOFT,False,1,,,True,35.4,22.7,59.3,False,2021,9.0
RUS,Williams,55.0,85.577,11.0,651,27.0,MEDIUM,True,1,,,True,35.4,22.7,59.3,False,2021,15.0
STR,Aston Martin,55.0,83.688,12.0,652,19.0,SOFT,False,1,,,True,35.4,22.7,59.3,False,2021,11.0
RAI,Alfa Romeo Racing,55.0,83.146,13.0,653,18.0,SOFT,True,1,,,True,35.4,22.7,59.3,False,2021,17.0
GAS,AlphaTauri,55.0,82.945,14.0,654,8.0,SOFT,True,1,,,True,35.4,22.7,59.3,False,2021,12.0
VET,Aston Martin,55.0,83.101,15.0,654,20.0,SOFT,False,1,,,True,35.4,22.7,59.3,False,2021,13.0
GIO,Alfa Romeo Racing,55.0,83.05,16.0,655,19.0,SOFT,False,1,,,True,35.4,22.7,59.3,False,2021,14.0
LAT,Williams,55.0,83.515,17.0,656,8.0,SOFT,False,1,,,True,35.4,22.7,58.5,False,2021,19.0
MSC,Haas F1 Team,55.0,82.649,18.0,657,5.0,MEDIUM,True,1,,,True,35.4,22.7,58.5,False,2021,18.0
MAZ,Haas F1 Team,55.0,84.42,19.0,657,13.0,MEDIUM,True,1,,,True,35.4,22.7,58.5,False,2021,20.0
VER,Red Bull Racing,56.0,82.923,1.0,657,32.0,MEDIUM,True,1,,,True,35.4,22.7,59.3,False,2021,2.0
HAM,Mercedes,56.0,80.99,2.0,658,20.0,MEDIUM,False,1,,,True,35.4,22.7,59.3,False,2021,1.0
LEC,Ferrari,56.0,82.956,3.0,658,28.0,MEDIUM,True,1,,,True,35.4,22.7,59.3,False,2021,4.0
BOT,Mercedes,56.0,82.012,4.0,659,6.0,SOFT,False,1,,,True,35.4,22.7,59.3,False,2021,3.0
PER,Red Bull Racing,56.0,83.11,5.0,659,29.0,MEDIUM,True,1,,,True,35.4,22.7,59.3,False,2021,8.0
RIC,McLaren,56.0,82.036,6.0,660,11.0,SOFT,False,1,,,True,35.4,22.7,58.5,False,2021,7.0
SAI,Ferrari,56.0,81.934,7.0,660,13.0,SOFT,False,1,,,True,35.4,22.7,58.5,False,2021,6.0
OCO,Alpine,56.0,86.157,8.0,660,33.0,MEDIUM,True,1,,,True,35.4,22.7,58.5,False,2021,5.0
NOR,McLaren,56.0,81.279,9.0,661,8.0,SOFT,False,1,,,True,35.4,22.7,58.5,False,2021,9.0
ALO,Alpine,56.0,85.384,10.0,661,35.0,MEDIUM,True,1,,,True,35.4,22.7,58.5,False,2021,10.0
RUS,Williams,56.0,84.782,11.0,662,28.0,MEDIUM,True,1,,,True,35.4,22.7,58.5,False,2021,15.0
STR,Aston Martin,56.0,84.542,12.0,663,20.0,SOFT,False,1,,,True,35.4,22.7,58.5,False,2021,11.0
RAI,Alfa Romeo Racing,56.0,82.947,13.0,664,19.0,SOFT,True,1,,,True,36.0,22.7,58.5,False,2021,17.0
GAS,AlphaTauri,56.0,82.895,14.0,665,9.0,SOFT,True,1,,,True,36.0,22.7,58.5,False,2021,12.0
VET,Aston Martin,56.0,82.82,15.0,665,21.0,SOFT,False,1,,,True,36.0,22.7,58.5,False,2021,13.0
GIO,Alfa Romeo Racing,56.0,83.06,16.0,666,20.0,SOFT,False,1,,,True,36.0,22.7,58.5,False,2021,14.0
LAT,Williams,56.0,83.144,17.0,667,9.0,SOFT,False,1,,,True,36.0,22.7,58.5,False,2021,19.0
MSC,Haas F1 Team,56.0,82.646,18.0,668,6.0,MEDIUM,True,1,,,True,36.0,22.7,58.5,False,2021,18.0
MAZ,Haas F1 Team,56.0,86.574,19.0,668,14.0,MEDIUM,True,1,,,True,36.2,22.7,58.4,False,2021,20.0
VER,Red Bull Racing,57.0,82.554,1.0,668,33.0,MEDIUM,True,1,,,True,35.4,22.7,58.5,False,2021,2.0
HAM,Mercedes,57.0,80.906,2.0,669,21.0,MEDIUM,False,1,,,True,35.4,22.7,58.5,False,2021,1.0
BOT,Mercedes,57.0,80.242,3.0,670,7.0,SOFT,False,1,,,True,36.0,22.7,58.5,False,2021,3.0
LEC,Ferrari,57.0,84.245,4.0,670,29.0,MEDIUM,True,1,,,True,36.0,22.7,58.5,False,2021,4.0
PER,Red Bull Racing,57.0,87.212,5.0,670,30.0,MEDIUM,True,1,0 days 01:54:55.991000,,False,36.0,22.7,58.5,False,2021,8.0
RIC,McLaren,57.0,81.86,6.0,671,12.0,SOFT,False,1,,,True,36.0,22.7,58.5,False,2021,7.0
SAI,Ferrari,57.0,82.052,7.0,671,14.0,SOFT,False,1,,,True,36.0,22.7,58.5,False,2021,6.0
OCO,Alpine,57.0,84.52,8.0,671,34.0,MEDIUM,True,1,,,True,36.2,22.7,58.4,False,2021,5.0
NOR,McLaren,57.0,82.082,9.0,672,9.0,SOFT,False,1,,,True,36.2,22.7,58.4,False,2021,9.0
ALO,Alpine,57.0,85.15,10.0,672,36.0,MEDIUM,True,1,,,True,36.2,22.7,58.4,False,2021,10.0
RUS,Williams,57.0,85.045,11.0,673,29.0,MEDIUM,True,1,,,True,36.2,22.7,58.4,False,2021,15.0
STR,Aston Martin,57.0,85.146,12.0,674,21.0,SOFT,False,1,,,True,36.2,22.7,58.4,False,2021,11.0
RAI,Alfa Romeo Racing,57.0,83.395,13.0,675,20.0,SOFT,True,1,,,True,36.2,22.7,58.4,False,2021,17.0
GAS,AlphaTauri,57.0,83.422,14.0,676,10.0,SOFT,True,1,,,True,36.2,22.7,58.4,False,2021,12.0
VET,Aston Martin,57.0,83.374,15.0,676,22.0,SOFT,False,1,,,True,36.2,22.7,58.4,False,2021,13.0
GIO,Alfa Romeo Racing,57.0,83.098,16.0,677,21.0,SOFT,False,1,,,True,36.2,22.7,58.4,False,2021,14.0
LAT,Williams,57.0,82.905,17.0,678,10.0,SOFT,False,1,,,True,36.2,22.7,58.4,False,2021,19.0
MSC,Haas F1 Team,57.0,83.567,18.0,679,7.0,MEDIUM,True,1,,,True,36.1,23.0,58.1,False,2021,18.0
MAZ,Haas F1 Team,57.0,84.949,19.0,679,15.0,MEDIUM,True,1,,,True,36.1,23.0,58.1,False,2021,20.0
VER,Red Bull Racing,58.0,82.411,1.0,679,34.0,MEDIUM,True,1,,,True,36.0,22.7,58.5,False,2021,2.0
HAM,Mercedes,58.0,80.931,2.0,680,22.0,MEDIUM,False,1,,,True,36.0,22.7,58.5,False,2021,1.0
BOT,Mercedes,58.0,81.333,3.0,681,8.0,SOFT,False,1,,,True,36.2,22.7,58.4,False,2021,3.0
LEC,Ferrari,58.0,86.959,4.0,681,30.0,MEDIUM,True,1,0 days 01:56:05.987000,,False,36.2,22.7,58.4,False,2021,4.0
PER,Red Bull Racing,58.0,100.501,5.0,682,4.0,SOFT,False,1,,0 days 01:55:17.373000,False,36.1,23.0,58.1,False,2021,8.0
RIC,McLaren,58.0,82.256,6.0,682,13.0,SOFT,False,1,,,True,36.1,23.0,58.1,False,2021,7.0
SAI,Ferrari,58.0,82.249,7.0,682,15.0,SOFT,False,1,,,True,36.1,23.0,58.1,False,2021,6.0
OCO,Alpine,58.0,84.479,8.0,682,35.0,MEDIUM,True,1,,,True,36.1,23.0,58.1,False,2021,5.0
NOR,McLaren,58.0,81.701,9.0,683,10.0,SOFT,False,1,,,True,36.1,23.0,58.1,False,2021,9.0
ALO,Alpine,58.0,85.336,10.0,683,37.0,MEDIUM,True,1,,,True,36.1,23.0,58.1,False,2021,10.0
RUS,Williams,58.0,85.435,11.0,684,30.0,MEDIUM,True,1,,,True,36.1,23.0,58.1,False,2021,15.0
STR,Aston Martin,58.0,85.166,12.0,685,22.0,SOFT,False,1,,,True,36.1,23.0,58.1,False,2021,11.0
RAI,Alfa Romeo Racing,58.0,84.922,13.0,686,21.0,SOFT,True,1,,,True,36.1,23.0,58.1,False,2021,17.0
GAS,AlphaTauri,58.0,84.878,14.0,687,11.0,SOFT,True,1,,,True,36.1,23.0,58.1,False,2021,12.0
VET,Aston Martin,58.0,84.72,15.0,687,23.0,SOFT,False,1,,,True,36.1,23.0,58.1,False,2021,13.0
GIO,Alfa Romeo Racing,58.0,83.229,16.0,688,22.0,SOFT,False,1,,,True,36.1,23.0,58.0,False,2021,14.0
LAT,Williams,58.0,83.194,17.0,689,11.0,SOFT,False,1,,,True,36.1,23.0,58.0,False,2021,19.0
MSC,Haas F1 Team,58.0,86.684,18.0,690,8.0,MEDIUM,True,1,,,True,36.1,23.0,58.0,False,2021,18.0
MAZ,Haas F1 Team,58.0,84.698,19.0,690,16.0,MEDIUM,True,1,,,True,35.8,23.2,57.2,False,2021,20.0
VER,Red Bull Racing,59.0,82.546,1.0,690,35.0,MEDIUM,True,1,,,True,36.1,23.0,58.1,False,2021,2.0
HAM,Mercedes,59.0,81.521,2.0,691,23.0,MEDIUM,False,1,,,True,36.1,23.0,58.1,False,2021,1.0
BOT,Mercedes,59.0,82.241,3.0,692,9.0,SOFT,False,1,,,True,36.1,23.0,58.1,False,2021,3.0
LEC,Ferrari,59.0,100.867,4.0,693,4.0,SOFT,False,1,,0 days 01:56:28.258000,False,36.1,23.0,58.0,False,2021,4.0
PER,Red Bull Racing,59.0,82.891,5.0,693,5.0,SOFT,False,1,,,True,36.1,23.0,58.0,False,2021,8.0
RIC,McLaren,59.0,82.531,6.0,693,14.0,SOFT,False,1,,,True,36.1,23.0,58.0,False,2021,7.0
SAI,Ferrari,59.0,82.221,7.0,693,16.0,SOFT,False,1,,,True,36.1,23.0,58.0,False,2021,6.0
OCO,Alpine,59.0,85.084,8.0,693,36.0,MEDIUM,True,1,,,True,36.1,23.0,58.0,False,2021,5.0
NOR,McLaren,59.0,81.788,9.0,694,11.0,SOFT,False,1,,,True,36.1,23.0,58.0,False,2021,9.0
ALO,Alpine,59.0,85.706,10.0,694,38.0,MEDIUM,True,1,,,True,35.8,23.2,57.2,False,2021,10.0
STR,Aston Martin,59.0,85.066,11.0,695,23.0,SOFT,False,1,,,True,35.8,23.2,57.2,False,2021,11.0
RAI,Alfa Romeo Racing,59.0,85.413,12.0,696,22.0,SOFT,True,1,,,True,35.8,23.2,57.2,False,2021,17.0
GAS,AlphaTauri,59.0,85.339,13.0,697,12.0,SOFT,True,1,,,True,35.8,23.2,57.2,False,2021,12.0
RUS,Williams,59.0,88.62,14.0,697,31.0,MEDIUM,True,1,,,True,35.8,23.2,57.2,False,2021,15.0
VET,Aston Martin,59.0,85.309,15.0,698,24.0,SOFT,False,1,,,True,35.8,23.2,57.2,False,2021,13.0
GIO,Alfa Romeo Racing,59.0,83.511,16.0,699,23.0,SOFT,False,1,,,True,35.8,23.2,57.2,False,2021,14.0
LAT,Williams,59.0,84.998,17.0,700,12.0,SOFT,False,1,,,True,35.8,23.2,57.2,False,2021,19.0
MSC,Haas F1 Team,59.0,86.422,18.0,701,9.0,MEDIUM,True,1,,,True,35.8,23.2,57.2,False,2021,18.0
MAZ,Haas F1 Team,59.0,86.61,19.0,701,17.0,MEDIUM,True,1,,,True,35.8,23.2,57.3,False,2021,20.0
HAM,Mercedes,60.0,82.205,1.0,701,24.0,MEDIUM,False,1,,,True,36.1,23.0,58.0,False,2021,1.0
VER,Red Bull Racing,60.0,88.448,2.0,701,36.0,MEDIUM,True,1,0 days 01:58:18.814000,,False,36.1,23.0,58.0,False,2021,2.0
BOT,Mercedes,60.0,83.9,3.0,702,10.0,SOFT,False,1,,,True,35.8,23.2,57.2,False,2021,3.0
LEC,Ferrari,60.0,81.064,4.0,703,5.0,SOFT,False,1,,,True,35.8,23.2,57.2,False,2021,4.0
PER,Red Bull Racing,60.0,79.483,5.0,703,6.0,SOFT,False,1,,,True,35.8,23.2,57.2,False,2021,8.0
RIC,McLaren,60.0,81.853,6.0,703,15.0,SOFT,False,1,,,True,35.8,23.2,57.2,False,2021,7.0
SAI,Ferrari,60.0,82.014,7.0,703,17.0,SOFT,False,1,,,True,35.8,23.2,57.2,False,2021,6.0
OCO,Alpine,60.0,84.941,8.0,703,37.0,MEDIUM,True,1,,,True,35.8,23.2,57.3,False,2021,5.0
NOR,McLaren,60.0,83.14,9.0,704,12.0,SOFT,False,1,,,True,35.8,23.2,57.3,False,2021,9.0
ALO,Alpine,60.0,87.797,10.0,704,39.0,MEDIUM,True,1,,,True,35.8,23.2,57.3,False,2021,10.0
STR,Aston Martin,60.0,87.774,11.0,705,24.0,SOFT,False,1,,,True,35.8,23.2,57.3,False,2021,11.0
GAS,AlphaTauri,60.0,86.694,12.0,706,13.0,SOFT,True,1,,,True,35.8,23.2,57.3,False,2021,12.0
RAI,Alfa Romeo Racing,60.0,87.936,13.0,706,23.0,SOFT,True,1,,,True,35.8,23.2,57.3,False,2021,17.0
VET,Aston Martin,60.0,85.907,14.0,706,25.0,SOFT,False,1,,,True,35.8,23.2,57.3,False,2021,13.0
RUS,Williams,60.0,87.411,15.0,706,32.0,MEDIUM,True,1,,,True,35.8,23.2,57.3,False,2021,15.0
GIO,Alfa Romeo Racing,60.0,83.623,16.0,707,24.0,SOFT,False,1,,,True,35.8,23.2,57.3,False,2021,14.0
LAT,Williams,60.0,83.041,17.0,708,13.0,SOFT,False,1,,,True,35.8,23.1,56.3,False,2021,19.0
MSC,Haas F1 Team,60.0,83.102,18.0,709,10.0,MEDIUM,True,1,,,True,35.8,23.1,56.3,False,2021,18.0
MAZ,Haas F1 Team,60.0,87.116,19.0,709,18.0,MEDIUM,True,1,,,True,35.8,23.1,57.0,False,2021,20.0
HAM,Mercedes,61.0,81.107,1.0,709,25.0,MEDIUM,False,1,,,True,35.8,23.2,57.3,False,2021,1.0
VER,Red Bull Racing,61.0,101.338,2.0,710,1.0,SOFT,True,1,,0 days 01:58:40.405000,False,35.8,23.2,57.3,False,2021,2.0
BOT,Mercedes,61.0,83.695,3.0,710,11.0,SOFT,False,1,,,True,35.8,23.2,57.3,False,2021,3.0
LEC,Ferrari,61.0,81.056,4.0,711,6.0,SOFT,False,1,,,True,35.8,23.2,57.3,False,2021,4.0
PER,Red Bull Racing,61.0,81.668,5.0,711,7.0,SOFT,False,1,,,True,35.8,23.1,56.3,False,2021,8.0
RIC,McLaren,61.0,82.091,6.0,711,16.0,SOFT,False,1,,,True,35.8,23.1,56.3,False,2021,7.0
SAI,Ferrari,61.0,82.12,7.0,711,18.0,SOFT,False,1,,,True,35.8,23.1,56.3,False,2021,6.0
NOR,McLaren,61.0,82.263,8.0,712,13.0,SOFT,False,1,,,True,35.8,23.1,56.3,False,2021,9.0
OCO,Alpine,61.0,86.208,9.0,712,38.0,MEDIUM,True,1,,,True,35.8,23.1,56.3,False,2021,5.0
STR,Aston Martin,61.0,82.67,10.0,713,25.0,SOFT,False,1,,,True,35.8,23.1,57.0,False,2021,11.0
GAS,AlphaTauri,61.0,82.804,11.0,714,14.0,SOFT,True,1,,,True,35.8,23.1,57.0,False,2021,12.0
RAI,Alfa Romeo Racing,61.0,83.668,12.0,714,24.0,SOFT,True,1,,,True,35.8,23.1,57.0,False,2021,17.0
VET,Aston Martin,61.0,86.156,13.0,714,26.0,SOFT,False,1,,,True,35.8,23.1,57.0,False,2021,13.0
RUS,Williams,61.0,86.176,14.0,714,33.0,MEDIUM,True,1,,,True,35.8,23.1,57.0,False,2021,15.0
ALO,Alpine,61.0,91.873,15.0,714,40.0,MEDIUM,True,1,0 days 02:01:41.618000,,False,35.8,23.1,57.0,False,2021,10.0
GIO,Alfa Romeo Racing,61.0,83.555,16.0,715,25.0,SOFT,False,1,,,True,35.8,23.1,57.0,False,2021,14.0
LAT,Williams,61.0,82.988,17.0,716,14.0,SOFT,False,1,,,True,35.8,23.1,57.0,False,2021,19.0
MSC,Haas F1 Team,61.0,83.825,18.0,717,11.0,MEDIUM,True,1,,,True,35.8,23.1,57.0,False,2021,18.0
MAZ,Haas F1 Team,61.0,90.047,19.0,717,19.0,MEDIUM,True,1,,,True,36.1,23.2,57.3,False,2021,20.0
HAM,Mercedes,62.0,81.636,1.0,717,26.0,MEDIUM,False,1,,,True,35.8,23.1,56.3,False,2021,1.0
VER,Red Bull Racing,62.0,78.149,2.0,718,2.0,SOFT,True,1,,,True,35.8,23.1,56.3,False,2021,2.0
BOT,Mercedes,62.0,81.331,3.0,718,12.0,SOFT,False,1,,,True,35.8,23.1,56.3,False,2021,3.0
LEC,Ferrari,62.0,80.931,4.0,719,7.0,SOFT,False,1,,,True,35.8,23.1,57.0,False,2021,4.0
PER,Red Bull Racing,62.0,81.4,5.0,719,8.0,SOFT,False,1,,,True,35.8,23.1,57.0,False,2021,8.0
RIC,McLaren,62.0,82.123,6.0,719,17.0,SOFT,False,1,,,True,35.8,23.1,57.0,False,2021,7.0
SAI,Ferrari,62.0,82.29,7.0,719,19.0,SOFT,False,1,,,True,35.8,23.1,57.0,False,2021,6.0
NOR,McLaren,62.0,83.656,8.0,720,14.0,SOFT,False,1,,,True,36.1,23.2,57.3,False,2021,9.0
OCO,Alpine,62.0,86.775,9.0,720,39.0,MEDIUM,True,1,,,True,36.1,23.2,57.3,False,2021,5.0
GAS,AlphaTauri,62.0,81.892,10.0,721,15.0,SOFT,True,1,,,True,36.1,23.2,57.3,False,2021,12.0
STR,Aston Martin,62.0,84.615,11.0,721,26.0,SOFT,False,1,,,True,36.1,23.2,57.3,False,2021,11.0
RAI,Alfa Romeo Racing,62.0,83.465,12.0,722,25.0,SOFT,True,1,,,True,36.1,23.2,57.3,False,2021,17.0
VET,Aston Martin,62.0,83.465,13.0,722,27.0,SOFT,False,1,,,True,36.1,23.2,57.3,False,2021,13.0
RUS,Williams,62.0,84.867,14.0,722,34.0,MEDIUM,True,1,,,True,36.1,23.2,57.3,False,2021,15.0
GIO,Alfa Romeo Racing,62.0,85.31,15.0,723,26.0,SOFT,False,1,,,True,36.1,23.2,57.3,False,2021,14.0
LAT,Williams,62.0,83.038,16.0,724,15.0,SOFT,False,1,,,True,36.1,23.2,57.3,False,2021,19.0
ALO,Alpine,62.0,106.209,17.0,725,4.0,SOFT,False,1,,0 days 02:02:05.079000,False,36.1,23.2,57.3,False,2021,10.0
MSC,Haas F1 Team,62.0,83.547,18.0,725,12.0,MEDIUM,True,1,,,True,36.1,23.2,56.8,False,2021,18.0
MAZ,Haas F1 Team,62.0,87.399,19.0,725,20.0,MEDIUM,True,1,,,True,36.1,23.2,56.8,False,2021,20.0
HAM,Mercedes,63.0,81.705,1.0,725,27.0,MEDIUM,False,1,,,True,35.8,23.1,57.0,False,2021,1.0
VER,Red Bull Racing,63.0,80.216,2.0,726,3.0,SOFT,True,1,,,True,36.1,23.2,57.3,False,2021,2.0
BOT,Mercedes,63.0,80.619,3.0,726,13.0,SOFT,False,1,,,True,36.1,23.2,57.3,False,2021,3.0
LEC,Ferrari,63.0,81.326,4.0,727,8.0,SOFT,False,1,,,True,36.1,23.2,57.3,False,2021,4.0
PER,Red Bull Racing,63.0,80.955,5.0,727,9.0,SOFT,False,1,,,True,36.1,23.2,57.3,False,2021,8.0
RIC,McLaren,63.0,82.067,6.0,727,18.0,SOFT,False,1,,,True,36.1,23.2,56.8,False,2021,7.0
SAI,Ferrari,63.0,82.037,7.0,727,20.0,SOFT,False,1,,,True,36.1,23.2,56.8,False,2021,6.0
NOR,McLaren,63.0,85.197,8.0,728,15.0,SOFT,False,1,,,True,36.1,23.2,56.8,False,2021,9.0
OCO,Alpine,63.0,85.23,9.0,728,40.0,MEDIUM,True,1,,,True,36.1,23.2,56.8,False,2021,5.0
GAS,AlphaTauri,63.0,81.404,10.0,729,16.0,SOFT,True,1,,,True,36.1,23.2,56.8,False,2021,12.0
STR,Aston Martin,63.0,82.864,11.0,729,27.0,SOFT,False,1,,,True,36.1,23.2,56.8,False,2021,11.0
RAI,Alfa Romeo Racing,63.0,83.102,12.0,730,26.0,SOFT,True,1,,,True,36.1,23.2,56.8,False,2021,17.0
